"Station.ID","GTFS.Latitude","GTFS.Longitude","Georeference","Complex.ID","Borough"
317,40.75529,-73.987495,"POINT (-73.987495 40.75529)",611,"M"
515,40.54046,-74.178217,"POINT (-74.178217 40.54046)",515,"SI"
139,40.680596,-73.955827,"POINT (-73.955827 40.680596)",627,"Bk"
349,40.663515,-73.902447,"POINT (-73.902447 40.663515)",349,"Bk"
108,40.711396,-73.889601,"POINT (-73.889601 40.711396)",108,"Q"
471,40.755882,-74.00191,"POINT (-74.00191 40.755882)",471,"M"
457,40.744149,-73.912549,"POINT (-73.912549 40.744149)",457,"Q"
373,40.812118,-73.904098,"POINT (-73.904098 40.812118)",373,"Bx"
97,40.697207,-73.935657,"POINT (-73.935657 40.697207)",97,"Bk"
234,40.713715,-73.990173,"POINT (-73.990173 40.713715)",234,"M"
248,40.61514,-73.974197,"POINT (-73.974197 40.61514)",248,"Bk"
336,40.690545,-73.985065,"POINT (-73.985065 40.690545)",336,"Bk"
110,40.704423,-73.903077,"POINT (-73.903077 40.704423)",110,"Q"
502,40.636949,-74.074835,"POINT (-74.074835 40.636949)",502,"SI"
37,40.629742,-74.02551,"POINT (-74.02551 40.629742)",37,"Bk"
170,40.714111,-74.008585,"POINT (-74.008585 40.714111)",624,"M"
363,40.839892,-73.842952,"POINT (-73.842952 40.839892)",363,"Bx"
217,40.839306,-73.9134,"POINT (-73.9134 40.839306)",217,"Bx"
400,40.762526,-73.967967,"POINT (-73.967967 40.762526)",613,"M"
432,40.819585,-73.90177,"POINT (-73.90177 40.819585)",432,"Bx"
253,40.581011,-73.974574,"POINT (-73.974574 40.581011)",253,"Bk"
78,40.597473,-73.979137,"POINT (-73.979137 40.597473)",78,"Bk"
368,40.829521,-73.874516,"POINT (-73.874516 40.829521)",368,"Bx"
247,40.620769,-73.975264,"POINT (-73.975264 40.620769)",247,"Bk"
8,40.764811,-73.973347,"POINT (-73.973347 40.764811)",8,"M"
69,40.597704,-73.986829,"POINT (-73.986829 40.597704)",69,"Bk"
393,40.798629,-73.941617,"POINT (-73.941617 40.798629)",393,"M"
202,40.583209,-73.827559,"POINT (-73.827559 40.583209)",202,"Q"
258,40.709179,-73.820574,"POINT (-73.820574 40.709179)",258,"Q"
14,40.741303,-73.989344,"POINT (-73.989344 40.741303)",14,"M"
13,40.745494,-73.988691,"POINT (-73.988691 40.745494)",13,"M"
304,40.826551,-73.95036,"POINT (-73.95036 40.826551)",304,"M"
144,40.865491,-73.927271,"POINT (-73.927271 40.865491)",144,"M"
101,40.708359,-73.957757,"POINT (-73.957757 40.708359)",101,"Bk"
463,40.742216,-73.948916,"POINT (-73.948916 40.742216)",463,"Q"
154,40.805085,-73.954882,"POINT (-73.954882 40.805085)",154,"M"
174,40.692338,-73.987342,"POINT (-73.987342 40.692338)",636,"Bk"
33,40.648939,-74.010006,"POINT (-74.010006 40.648939)",33,"Bk"
185,40.674542,-73.896548,"POINT (-73.896548 40.674542)",185,"Bk"
290,40.688873,-73.96007,"POINT (-73.96007 40.688873)",290,"Bk"
46,40.640927,-73.963891,"POINT (-73.963891 40.640927)",46,"Bk"
272,40.752039,-73.928781,"POINT (-73.928781 40.752039)",272,"Q"
412,40.710368,-74.009509,"POINT (-74.009509 40.710368)",628,"M"
425,40.848828,-73.868457,"POINT (-73.868457 40.848828)",425,"Bx"
444,40.869526,-73.846384,"POINT (-73.846384 40.869526)",444,"Bx"
65,40.613501,-74.00061,"POINT (-74.00061 40.613501)",65,"Bk"
285,40.712792,-73.951418,"POINT (-73.951418 40.712792)",629,"Bk"
273,40.748973,-73.937243,"POINT (-73.937243 40.748973)",273,"Q"
381,40.86776,-73.897174,"POINT (-73.897174 40.86776)",381,"Bx"
18,40.719527,-74.001775,"POINT (-74.001775 40.719527)",623,"M"
300,40.855225,-73.929412,"POINT (-73.929412 40.855225)",300,"M"
262,40.726523,-73.852719,"POINT (-73.852719 40.726523)",262,"Q"
184,40.678334,-73.905316,"POINT (-73.905316 40.678334)",621,"Bk"
1,40.775036,-73.912034,"POINT (-73.912034 40.775036)",1,"Q"
358,40.639967,-73.948411,"POINT (-73.948411 40.639967)",358,"Bk"
126,40.706607,-73.922913,"POINT (-73.922913 40.706607)",126,"Bk"
467,40.755477,-73.987691,"POINT (-73.987691 40.755477)",611,"M"
507,40.588849,-74.09609,"POINT (-74.09609 40.588849)",507,"SI"
196,40.672097,-73.835919,"POINT (-73.835919 40.672097)",196,"Q"
89,40.679947,-73.884639,"POINT (-73.884639 40.679947)",89,"Bk"
158,40.785868,-73.968916,"POINT (-73.968916 40.785868)",158,"M"
189,40.677044,-73.86505,"POINT (-73.86505 40.677044)",189,"Bk"
268,40.749669,-73.898453,"POINT (-73.898453 40.749669)",268,"Q"
50,40.617618,-73.959399,"POINT (-73.959399 40.617618)",50,"Bk"
294,40.884667,-73.90087,"POINT (-73.90087 40.884667)",294,"Bx"
341,40.671987,-73.964375,"POINT (-73.964375 40.671987)",341,"Bk"
408,40.725915,-73.994659,"POINT (-73.994659 40.725915)",619,"M"
45,40.644031,-73.964492,"POINT (-73.964492 40.644031)",45,"Bk"
449,40.75173,-73.855334,"POINT (-73.855334 40.75173)",449,"Q"
153,40.811109,-73.952343,"POINT (-73.952343 40.811109)",153,"M"
228,40.742878,-73.992821,"POINT (-73.992821 40.742878)",228,"M"
413,40.707557,-74.011862,"POINT (-74.011862 40.707557)",413,"M"
77,40.603923,-73.980353,"POINT (-73.980353 40.603923)",77,"Bk"
305,40.822008,-73.953676,"POINT (-73.953676 40.822008)",305,"M"
440,40.802098,-73.949625,"POINT (-73.949625 40.802098)",440,"M"
326,40.719318,-74.006886,"POINT (-74.006886 40.719318)",326,"M"
385,40.84848,-73.911794,"POINT (-73.911794 40.84848)",385,"Bx"
277,40.762862,-73.981637,"POINT (-73.981637 40.762862)",277,"M"
216,40.8459,-73.910136,"POINT (-73.910136 40.8459)",216,"Bx"
104,40.718092,-73.999892,"POINT (-73.999892 40.718092)",623,"M"
121,40.714063,-73.950275,"POINT (-73.950275 40.714063)",629,"Bk"
165,40.745906,-73.998041,"POINT (-73.998041 40.745906)",165,"M"
179,40.680438,-73.950426,"POINT (-73.950426 40.680438)",179,"Bk"
72,40.631386,-74.005351,"POINT (-74.005351 40.631386)",72,"Bk"
445,40.858985,-73.855359,"POINT (-73.855359 40.858985)",445,"Bx"
5,40.756804,-73.929575,"POINT (-73.929575 40.756804)",5,"Q"
211,40.873244,-73.887138,"POINT (-73.887138 40.873244)",211,"Bx"
377,40.810476,-73.926138,"POINT (-73.926138 40.810476)",377,"Bx"
114,40.697857,-73.927397,"POINT (-73.927397 40.697857)",114,"Bk"
354,40.662742,-73.95085,"POINT (-73.95085 40.662742)",354,"Bk"
238,40.67358,-73.995959,"POINT (-73.995959 40.67358)",238,"Bk"
369,40.828584,-73.879159,"POINT (-73.879159 40.828584)",369,"Bx"
475,40.784318,-73.947152,"POINT (-73.947152 40.784318)",475,"M"
332,40.709416,-74.006571,"POINT (-74.006571 40.709416)",628,"M"
503,40.627915,-74.075162,"POINT (-74.075162 40.627915)",503,"SI"
109,40.706186,-73.895877,"POINT (-73.895877 40.706186)",109,"Q"
149,40.836013,-73.939892,"POINT (-73.939892 40.836013)",149,"M"
26,40.690635,-73.981824,"POINT (-73.981824 40.690635)",26,"Bk"
404,40.74307,-73.984264,"POINT (-73.984264 40.74307)",404,"M"
309,40.799446,-73.968379,"POINT (-73.968379 40.799446)",309,"M"
221,40.754203,-73.942836,"POINT (-73.942836 40.754203)",221,"Q"
417,40.898379,-73.854376,"POINT (-73.854376 40.898379)",417,"Bx"
82,40.695178,-73.84433,"POINT (-73.84433 40.695178)",82,"Q"
133,40.675345,-73.903097,"POINT (-73.903097 40.675345)",133,"Bk"
25,40.69218,-73.985942,"POINT (-73.985942 40.69218)",636,"Bk"
337,40.688246,-73.980492,"POINT (-73.980492 40.688246)",337,"Bk"
134,40.669367,-73.901975,"POINT (-73.901975 40.669367)",134,"Bk"
40,40.68446,-73.97689,"POINT (-73.97689 40.68446)",617,"Bk"
364,40.836488,-73.847036,"POINT (-73.847036 40.836488)",364,"Bx"
243,40.644041,-73.979678,"POINT (-73.979678 40.644041)",243,"Bk"
57,40.576127,-73.975939,"POINT (-73.975939 40.576127)",57,"Bk"
249,40.608944,-73.973022,"POINT (-73.973022 40.608944)",249,"Bk"
389,40.827994,-73.925831,"POINT (-73.925831 40.827994)",604,"Bx"
436,40.82388,-73.93647,"POINT (-73.93647 40.82388)",436,"M"
322,40.737826,-74.000201,"POINT (-74.000201 40.737826)",601,"M"
206,40.592943,-73.776013,"POINT (-73.776013 40.592943)",206,"Q"
431,40.822181,-73.896736,"POINT (-73.896736 40.822181)",431,"Bx"
416,40.903125,-73.85062,"POINT (-73.85062 40.903125)",416,"Bx"
233,40.718611,-73.988114,"POINT (-73.988114 40.718611)",625,"M"
81,40.697418,-73.836345,"POINT (-73.836345 40.697418)",81,"Q"
254,40.712646,-73.783817,"POINT (-73.783817 40.712646)",254,"Q"
372,40.816104,-73.896435,"POINT (-73.896435 40.816104)",372,"Bx"
308,40.803967,-73.966847,"POINT (-73.966847 40.803967)",308,"M"
9,40.764664,-73.980658,"POINT (-73.980658 40.764664)",9,"M"
365,40.834255,-73.851222,"POINT (-73.851222 40.834255)",365,"Bx"
68,40.601875,-73.993728,"POINT (-73.993728 40.601875)",68,"Bk"
